,Gene,Gene_name,Ensembl_ID,Shift_to_goal_end,Goal_end_vs_random_pval,Goal_end_FDR,N_Detections,Sig
6696,7202,RAPGEF5,ENSG00000136237,-0.00041664597179208484,0.27486495634502983,0.47753659672938437,175,0
8819,9521,PELO,ENSG00000152684,-0.0004167464632258947,0.7236406153183348,0.8520689604442202,251,0
2079,2219,RTCB,ENSG00000100220,-0.000416819271199482,0.9692964561530579,0.9852066957431992,485,0
6770,7284,HS6ST1,ENSG00000136720,-0.000417087150249377,0.49717131277856375,0.6885873409861579,206,0
10104,10908,CGGBP1,ENSG00000163320,-0.0004177960594839389,0.2986837148136333,0.5045630515010052,505,0
6586,7085,KCNMB4,ENSG00000135643,-0.0004178194876979379,0.8245877353824521,0.9077579184815723,85,0
13263,14444,ZBTB42,ENSG00000179627,-0.00041806833078599957,0.859833638191053,0.9274704508768231,73,0
8077,8693,PAM,ENSG00000145730,-0.00041828412556337187,0.07806054763999752,0.20958488352154508,594,0
16278,18735,TRIM64C,ENSG00000214891,-0.0004184842109680176,0.9529576353435734,0.9771879805110903,1,0
8937,9649,DGKE,ENSG00000153933,-0.00041863728174061144,0.7346206788834384,0.8586618495278877,106,0
6878,7398,HCRTR2,ENSG00000137252,-0.0004186704754829407,0.6652489776304269,0.812815975991538,6,0
7791,8386,TPM3,ENSG00000143549,-0.00041905054890858717,0.01725287036907007,0.06722867217340442,2591,0
7678,8264,LMO4,ENSG00000143013,-0.0004190997385533314,0.5890304341010523,0.7588102870334688,1355,0
4134,4446,IL1R2,ENSG00000115590,-0.00041918256884497225,0.5319114376453966,0.715213184881216,132,0
315,338,ANGEL1,ENSG00000013523,-0.00041928335878194545,0.8354835971457839,0.9145648506654753,102,0
9634,10407,VAV2,ENSG00000160293,-0.00042084545235742223,0.3593311426939906,0.5661021251797488,99,0
5690,6117,BCL2L2,ENSG00000129473,-0.00042086655974661537,0.5257878130706801,0.7109579627458291,109,0
16282,18742,ARHGEF28,ENSG00000214944,-0.00042123522470209087,0.23468004998636705,0.43277257284842274,107,0
14022,15364,XPOT,ENSG00000184575,-0.0004216156554438414,0.3056256590723496,0.51226912634712,372,0
8270,8908,MCPH1,ENSG00000147316,-0.0004216825659826117,0.44172061807397045,0.6417093733758175,212,0
17353,23955,CFAP206,ENSG00000272514,-0.0004224703120796577,0.6870970948549685,0.8276158006811601,23,0
14715,16197,JAKMIP3,ENSG00000188385,-0.00042254574920820153,0.2478589141672889,0.4477189475152829,23,0
7681,8267,MTF2,ENSG00000143033,-0.0004228940618155889,0.12469173868927856,0.2856015320426201,557,0
7532,8104,TRIM65,ENSG00000141569,-0.00042317879075805346,0.949934863102768,0.975775143831684,120,0
7305,7859,PELI2,ENSG00000139946,-0.00042360613588243723,0.7315736512391915,0.8566306481612511,112,0
10556,11390,TMEM184A,ENSG00000164855,-0.00042393185437945597,0.5298350549829365,0.7139443422416479,171,0
15546,17204,ANKRD13B,ENSG00000198720,-0.00042399532836059044,0.8961611471409361,0.9465795980813527,29,0
10067,10871,VPS72,ENSG00000163159,-0.00042438300724109907,0.4371177545588525,0.6378579570410641,445,0
4494,4827,MYL12B,ENSG00000118680,-0.0004243973571157183,0.013013162843145267,0.053953221248332246,3416,0
12438,13493,PIFO,ENSG00000173947,-0.0004256588773445246,0.3639075921859506,0.5707747804300672,94,0
14061,15414,PRR16,ENSG00000184838,-0.00042569221452225085,0.6339451974633467,0.7898796756471129,43,0
15648,17315,DZIP3,ENSG00000198919,-0.00042596601826303145,0.574416538163341,0.7480852383961806,153,0
5850,6297,YIPF2,ENSG00000130733,-0.0004260545450610569,0.9582172144783305,0.9798144389080234,332,0
4735,5084,NR2C1,ENSG00000120798,-0.00042628173744588185,0.6330353243395588,0.789303900236296,132,0
13404,14609,ZDHHC20,ENSG00000180776,-0.00042791970926954085,0.5820560775447547,0.7534198075773677,249,0
2950,3167,SUGP1,ENSG00000105705,-0.0004289660854895312,0.6201054373831658,0.7811850067055542,133,0
11649,12594,MUC17,ENSG00000169876,-0.00042902429898579914,0.737864040847352,0.8600940946416161,12,0
249,268,ZNF200,ENSG00000010539,-0.00042903350738735945,0.3191591446058384,0.526240710021896,77,0
11771,12724,NFXL1,ENSG00000170448,-0.0004297043567737647,0.5202086653817283,0.7069101814627505,113,0
3972,4274,NPRL2,ENSG00000114388,-0.0004298826569371675,0.33603871437727584,0.5431774346336475,169,0
585,628,C12orf4,ENSG00000047621,-0.0004303940549129393,0.5983147669949254,0.7668161952016299,123,0
5382,5783,HCST,ENSG00000126264,-0.00043047540409325743,0.21786069808577824,0.4120023145968511,294,0
15460,17100,SPRED2,ENSG00000198369,-0.0004307104307892067,0.3349260252936579,0.5422231441503049,168,0
265,285,APBA3,ENSG00000011132,-0.00043079328536987303,0.5617749111721557,0.7390386606310998,125,0
11132,12015,TPM4,ENSG00000167460,-0.00043113576593018155,0.6106083791709787,0.7744729535438718,3377,0
11770,12723,HARS1,ENSG00000170445,-0.0004312684627861943,0.22554686083642694,0.42079558663390865,283,0
10576,11412,SLC25A32,ENSG00000164933,-0.00043196765067620894,0.7901234682644376,0.8887423694391154,178,0
12240,13271,SNX32,ENSG00000172803,-0.00043197162449359894,0.8246364953990525,0.9077579184815723,12,0
12425,13479,PHC3,ENSG00000173889,-0.00043211994789929753,0.6276747932261403,0.7862914040936193,249,0
8201,8830,NIPSNAP2,ENSG00000146729,-0.00043234685415819546,0.986025279507268,0.9923228862194495,928,0
6730,7238,VEZF1,ENSG00000136451,-0.00043332570589839397,0.7248257642500591,0.8523838933487734,529,0
3023,3248,PLEKHA8,ENSG00000106086,-0.00043335525163759787,0.2914789124025833,0.49595254975711434,120,0
