,Gene,Gene_name,Ensembl_ID,Shift_to_goal_end,Goal_end_vs_random_pval,Goal_end_FDR,N_Detections,Sig
14132,14983,RPL35A,ENSG00000182899,-0.00013988841265220306,5.211918499905832e-65,3.2395165292974015e-63,15194,1
2680,2791,UBE2I,ENSG00000103275,-0.00014028399650309187,3.0202957163169043e-09,2.7133827660160096e-08,2309,1
9001,9439,MZT2B,ENSG00000152082,-0.0001414970631304109,9.737342975032726e-15,1.3660590726105588e-13,3855,1
14653,15590,MRPL40,ENSG00000185608,-0.00014178920864472486,1.5326077295284782e-06,1.0054345376971082e-05,1423,1
1491,1551,HSPB11,ENSG00000081870,-0.0001419268367990029,5.0375981633183625e-05,0.0002620408508442709,1486,1
10728,11261,RICTOR,ENSG00000164327,-0.00014529674547189748,0.00029009578511895084,0.0013133818064052056,587,1
6035,6312,CLIP1,ENSG00000130779,-0.00014529784290206354,9.382294025199968e-05,0.00046697541597737956,906,1
12360,13016,RGS19,ENSG00000171700,-0.00014764383940649763,0.008862871876925792,0.02769892939071269,457,1
16073,17254,SFT2D1,ENSG00000198818,-0.0001484688589258827,2.2958416658518767e-06,1.470365099024101e-05,1522,1
11000,11549,KLHDC2,ENSG00000165516,-0.00015054651089673916,2.196522880823538e-05,0.0001224177615282079,845,1
3932,4108,ERBIN,ENSG00000112851,-0.0001521913567557931,0.012980557582118149,0.03844475913838126,400,1
14668,15605,BRWD1,ENSG00000185658,-0.00015312106574349332,0.013231455376759274,0.0390553711829134,528,1
11646,12248,PCMTD1,ENSG00000168300,-0.00015429123609422523,0.0005937764350941396,0.002523171428478828,856,1
7794,8165,SOD1,ENSG00000142168,-0.0001545732720625519,6.593764702258259e-24,1.4871250870923424e-22,6040,1
4678,4879,DYNC2I2,ENSG00000119333,-0.0001559420617152575,0.0006525497993828872,0.0027461907554474684,798,1
12641,13327,TRMT112,ENSG00000173113,-0.000156735287559184,6.267961708655326e-19,1.1278640420991567e-17,4483,1
5510,5750,ROMO1,ENSG00000125995,-0.00015731411181454653,1.7597419973621338e-10,1.7787557477195196e-09,3704,1
2888,3013,C19orf53,ENSG00000104979,-0.00015757829721082186,1.6546969373744786e-12,1.9934640633179002e-11,4208,1
10596,11127,UBXN7,ENSG00000163960,-0.00015831120365944045,0.01064326473952969,0.0324393122114389,416,1
9886,10381,NDUFV3,ENSG00000160194,-0.00015976719510054144,8.579153559378457e-05,0.00043062512911241,1237,1
3307,3447,NPM3,ENSG00000107833,-0.00016086141563705428,1.0018678826481225e-05,5.891677195713911e-05,1783,1
12925,13644,RSRC1,ENSG00000174891,-0.00016200838043637898,0.0006495741784368587,0.0027342957152934437,1104,1
8834,9263,PDCD4,ENSG00000150593,-0.00016261082706286718,0.00016452314379620622,0.0007793685101775246,912,1
14969,15965,FNBP1,ENSG00000187239,-0.00016269677200879174,0.006409231895120438,0.020937052561718933,870,1
1014,1051,IP6K2,ENSG00000068745,-0.00016305387676270172,0.006060145879838401,0.01996385822003538,704,1
7810,8181,GEMIN7,ENSG00000142252,-0.00016348960560671292,0.011447787524529298,0.03454116044919684,483,1
1285,1336,REXO2,ENSG00000076043,-0.000163952721276258,0.0005361799712586953,0.0022965185594485955,1698,1
1974,2054,SRPK1,ENSG00000096063,-0.00016466651825194662,0.0004308417263301522,0.0018881247356571872,1175,1
6687,6999,SRPK2,ENSG00000135250,-0.00016480247881975983,0.00040840966050264134,0.0017988468736431496,732,1
5296,5522,SNRPC,ENSG00000124562,-0.00016518077418772745,7.635813840796673e-05,0.0003860222844908955,1821,1
