"Gene_Symbol"	"N"	"Beta"	"SE"	"tval"	"df"	"pval"	"ci.lb"	"ci.ub"	"adjP"
"GABBR1"	68	0.186404083662778	0.0635749173655049	2.93203815887174	67	0.0046038194896166	0.0595080174947624	0.313300149830794	0.0153014569851177
"GABPA"	70	0.0387232535592437	0.0441802054513783	0.8764842345937	69	0.383808154063989	-0.0494138447444793	0.126860351862967	0.537341105367799
"GABPB1"	69	-0.249191648641137	0.0506188276983496	-4.92290438107601	68	5.71731473860639e-06	-0.350199946658594	-0.14818335062368	4.29757626336045e-05
"GABPB1-AS1"	69	-0.0156510061389807	0.0694930051850436	-0.225216999859277	68	0.822485930102831	-0.154322138937428	0.123020126659467	0.886811981798522
"GABPB1-IT1"	70	0.00463729529149486	0.0748371848487048	0.0619651220295082	69	0.95076975239251	-0.144658803501962	0.153933394084951	0.970680473492459
"GABPB2"	70	-0.00405777804731022	0.0526497118405681	-0.0770712299356515	69	0.938789929300211	-0.109091079290369	0.100975523195748	0.962792464364385
"GABRD"	14	-0.0809172426695548	0.312275921111072	-0.259120979874633	13	0.799599739141691	-0.755548354805963	0.593713869466853	0.871497710968995
"GABRG2"	19	-0.302588744299696	0.274926860212193	-1.10061542937694	18	0.285565525867377	-0.880188644373759	0.275011155774367	0.434667844286706
"GABRQ"	29	-0.130503537803297	0.136872100786684	-0.95347070040729	28	0.34851099426952	-0.41087332656726	0.149866250960666	0.501470606829689
"GAD1"	48	1.11426999737355	0.230842136081019	4.82697836837929	47	1.50621161026055e-05	0.649875519943441	1.57866447480365	0.00010124480587515
"GADD45A"	69	0.108922462317371	0.0969201732686327	1.12383685092547	68	0.265034075023846	-0.0844787322689827	0.302323656903725	0.412039939177107
"GADD45B"	69	0.836698478174138	0.114233678713952	7.32444658697617	68	3.68224310345518e-10	0.608748721377508	1.06464823497077	9.67766783422309e-09
"GADD45GIP1"	70	-0.103123589907486	0.050900875298218	-2.0259688915624	69	0.0466364726054036	-0.204668057708612	-0.00157912210636121	0.107658469698518
"GAK"	70	-0.0951372858828131	0.0409470492249619	-2.32342226567125	69	0.0231097463603005	-0.176824413996321	-0.013450157769305	0.0605147436860094
"GAL"	45	-0.727375657319122	0.165634480954551	-4.39145069992225	44	6.97771728648854e-05	-1.06119001944475	-0.393561295193496	0.000390857891032547
"GAL3ST4"	64	0.403118100520458	0.0951731482831458	4.23562851279394	63	7.56353968540381e-05	0.212929739746909	0.593306461294006	0.000419645916212174
"GALE"	70	-0.0344704231139311	0.0448062708052863	-0.769321402884175	69	0.444328141353865	-0.12385648762499	0.054915641397128	0.593343653724171
"GALK1"	70	-0.0390211384479996	0.051029065344207	-0.764684561333619	69	0.447066815234999	-0.140821338393633	0.0627790614976339	0.595729175457107
"GALK2"	70	0.0505503398514213	0.0484850011579939	1.04259747641745	69	0.300773989625287	-0.0461745909101876	0.14727527061303	0.450978007156152
"GALM"	69	0.0117116866405581	0.0660737808105351	0.177251649548269	68	0.859837644764184	-0.12013649014897	0.143559863430086	0.91203743585964
"GALNS"	70	0.333287400440106	0.0599848880462532	5.55618942196098	69	4.81643206711485e-07	0.213620823056512	0.452953977823699	4.7845094542204e-06
"GALNT1"	70	-0.106497553504652	0.0406890362992721	-2.61735256449307	69	0.0108810824502788	-0.187669959915016	-0.0253251470942866	0.0319476070035849
"GALNT10"	70	-0.182410048677397	0.0629907322251934	-2.89582359552953	69	0.00506108054065709	-0.308073121124295	-0.0567469762305	0.0166096890890451
"GALNT11"	68	0.047825672930827	0.0636851002312412	0.75097114956515	67	0.455299587869485	-0.0792903191576688	0.174941665019323	0.602736658995041
"GALNT12"	51	-0.0681110516214973	0.200115783416122	-0.340358218921027	50	0.735012643948182	-0.470055431877132	0.333833328634137	0.825229056438659
"GALNT14"	36	-0.474244903844047	0.155885375637358	-3.04226680601072	35	0.00443179701815306	-0.790709040823731	-0.157780766864364	0.014831943490747
"GALNT18"	57	1.37387458243416	0.180646409637858	7.60532459620076	56	3.45831710017711e-10	1.01199633893393	1.73575282593438	9.14331226652309e-09
"GALNT2"	70	0.139908077435491	0.0471364517339538	2.96815038656613	69	0.00411594209925227	0.0458734291644161	0.233942725706566	0.0139240243473561
"GALNT3"	40	0.349108405520371	0.086952769039664	4.01491993154494	39	0.000261901929539068	0.173229829111789	0.524986981928952	0.0012552957219178
"GALNT4"	61	0.189612089879309	0.102197499822245	1.8553495947465	60	0.0684605411016727	-0.0148133464304315	0.394037526189049	0.146568065120867
"GALNT5"	45	0.110020280493233	0.123601729398171	0.890119264745991	44	0.37824310223191	-0.139082637081013	0.359123198067478	0.53198934373863
"GALNT6"	62	-0.310603881363241	0.082017699857499	-3.78703477301726	61	0.000350829860077868	-0.474608408385332	-0.14659935434115	0.00162397912275611
"GALNT7"	67	-0.246487658766142	0.0549420335465034	-4.48632208994436	66	2.96904008017731e-05	-0.356182968049975	-0.136792349482309	0.000184118666643817
"GALT"	69	-0.100381537636427	0.0588733325871508	-1.70504255874816	68	0.0927513816145523	-0.217861443703823	0.0170983684309685	0.186359705341848
"GAMT"	67	-0.0946729684281796	0.0619726664959842	-1.5276568490774	66	0.131376356540671	-0.21840538930166	0.0290594524453005	0.244417540953213
"GAN"	65	0.120412656299236	0.0726194472296909	1.65813237215064	64	0.102184694490639	-0.0246613669116765	0.265486679510148	0.20112341554493
"GANAB"	70	0.185109280342361	0.0371461953832738	4.98326351951812	69	4.44653744778393e-06	0.111004648173821	0.2592139125109	3.44629956906859e-05
"GANC"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"GAPDH"	70	0.831663863547069	0.0796402743599348	10.4427548778694	69	7.58768855084723e-16	0.672785863354835	0.990541863739304	1.60295340414184e-13
"GAPVD1"	70	-0.0850617385589131	0.0391240381952883	-2.17415539097283	69	0.0331261906100508	-0.163112059177084	-0.00701141794074221	0.0815925424290141
"GAR1"	70	-0.496624660266638	0.0570740092765662	-8.70141534757301	69	1.04426822574763e-12	-0.610484193394711	-0.382765127138564	6.48850358082183e-11
"GAREM1"	62	0.0763533595079313	0.0962052258864413	0.793650852169479	61	0.430475230832277	-0.116020879174362	0.268727598190225	0.581041291692117
"GAREM2"	61	0.168050211481761	0.0867013344137229	1.93826557132161	60	0.0572999432054525	-0.00537827891173911	0.341478701875261	0.127331931495026
"GARNL3"	57	0.181543943383438	0.0767388184471513	2.36573805874356	56	0.0214808949156309	0.0278176175538302	0.335270269213046	0.0568806507124895
"GARS"	70	-0.0569227843231085	0.0773615207322692	-0.735802292719987	69	0.464345017922959	-0.211254795413672	0.0974092267674554	0.610286418147894
"GARS-DT"	64	0.442620979672015	0.0848324917281453	5.21758786822438	63	2.15338477657839e-06	0.273096772128607	0.612145187215424	1.81345410455815e-05
"GART"	70	-0.533022863261896	0.054705453664696	-9.7435050356941	69	1.34667361296592e-14	-0.642157257231642	-0.423888469292149	1.8214581757811e-12
"GAS2L1"	69	-0.157168553127873	0.0729991740495783	-2.15301823855062	68	0.034867502372038	-0.302836136963846	-0.0115009692918996	0.0851608607813859
"GAS2L3"	70	-0.0366605862509264	0.0719359291738897	-0.509628313305125	69	0.611938055848191	-0.180168838337857	0.106847665836004	0.731870920085436
"GAS5"	70	0.304925656941089	0.0682808456885774	4.46575688783684	69	3.03696191665892e-05	0.168709096895017	0.441142216987161	0.000187596461251262
"GAS6"	63	0.209870064124347	0.0964705676181771	2.17548283695185	62	0.0334151481516993	0.0170281472235684	0.402711981025126	0.0821381667000215
"GAS6-AS1"	29	0.632981305041251	0.226987457058124	2.78861798464558	28	0.0094094437945752	0.168018576905448	1.09794403317705	0.0282321496349611
"GAS7"	49	0.212310893890403	0.138103222098393	1.53733483306523	48	0.130777796355941	-0.0653642446005245	0.48998603238133	0.243528675566531
"GAS8"	67	-0.0162293687984032	0.0577593428010828	-0.280982573750804	66	0.779602756810637	-0.131549617497115	0.0990908799003081	0.857338896789132
"GASAL1"	61	0.022161978732426	0.143729053057023	0.154192755473269	60	0.877975236302565	-0.265338933057709	0.309662890522561	0.923060038931731
"GATA2"	62	-0.313783182625985	0.0811041985723397	-3.86888950448244	61	0.000268435528945059	-0.475961050933348	-0.151605314318622	0.00128300730511943
"GATA2-AS1"	48	-0.0686871052503173	0.0772179749922143	-0.889522229212083	47	0.37825294266854	-0.224029633930327	0.0866554234296921	0.53198934373863
"GATA6"	60	0.371072877694467	0.0964027239124551	3.84919494631131	59	0.000293875104135904	0.178171472710525	0.563974282678409	0.00138962642505705
"GATAD1"	70	0.0596850357968407	0.0426782589613901	1.3984880651021	69	0.166445145410698	-0.0254557612429439	0.144825832836625	0.292697496075796
"GATAD2A"	70	-0.298867517339155	0.0442224064922818	-6.75828253243788	69	3.63692809612473e-09	-0.387088804415942	-0.210646230262369	6.86590119389267e-08
"GATAD2B"	70	0.158049395199867	0.0428061424421108	3.69221299054466	69	0.000440527341284175	0.0726534775965504	0.243445312803183	0.00198089955085457
"GATB"	70	-0.126205958451592	0.0479062743585061	-2.63443484473726	69	0.0103967615990012	-0.221776360837963	-0.0306355560652205	0.0306840028990214
"GATC"	70	-0.207238691301357	0.0404353898552085	-5.1251809873341	69	2.58568956197554e-06	-0.287905086901078	-0.126572295701635	2.13456516054118e-05
"GATD1"	70	-0.0425887599089609	0.0411407743747119	-1.03519587456135	69	0.304191956049303	-0.124662359121754	0.039484839303832	0.454872992388139
"GATD3A"	70	-0.0330721807098565	0.0562706635049179	-0.587733974506379	69	0.558629500543409	-0.145329082874035	0.0791847214543217	0.690016045444729
"GBA"	70	-0.200512436044903	0.056949947550876	-3.52085374382085	69	0.000767044334295107	-0.31412447280212	-0.0869003992876849	0.00321332906956262
"GBA2"	70	-0.168982518850681	0.0461215024001821	-3.66385546993833	69	0.00048336758593735	-0.260992398601782	-0.0769726390995801	0.00215215973329231
"GBE1"	70	1.17293070010196	0.124891305474839	9.39161213538809	69	5.81061279674648e-14	0.923779362858173	1.42208203734575	6.02294453539395e-12
"GBF1"	70	-0.0896813749891163	0.0376917883626849	-2.37933456821331	69	0.0201144386793254	-0.164874435370447	-0.0144883146077858	0.0538862897083088
"GBX2"	45	-0.774407169272379	0.152756209168607	-5.0695626284992	44	7.66015113507915e-06	-1.08226708002574	-0.466547258519019	5.56741390820202e-05
"GCA"	66	-0.187668691874067	0.0734964205700593	-2.55343988752724	65	0.0130216829847037	-0.334451179525654	-0.0408862042224799	0.0372850099350326
"GCAT"	69	-0.142704361496995	0.0885356888896047	-1.61182866804067	68	0.111631400009923	-0.319374577998939	0.03396585500495	0.21547230377829
"GCC1"	70	-0.0478495314930396	0.045239782266557	-1.05768704215033	69	0.293887077290188	-0.138100427706157	0.0424013647200781	0.44377148730095
"GCC2"	70	0.260119154776091	0.0436088159873179	5.96482956225496	69	9.40446722245462e-08	0.173121947263936	0.347116362288246	1.15381577394076e-06
"GCDH"	69	-0.494607273542574	0.0690482741545407	-7.16320979197201	68	7.20348531217169e-10	-0.63239095938681	-0.356823587698337	1.69806281822096e-08
"GCFC2"	69	-0.319252630659335	0.0797315169483557	-4.00409578142259	68	0.00015653200765572	-0.47835439558555	-0.160150865733119	0.000800413322687687
"GCH1"	61	-0.360402667829016	0.0962014088534546	-3.74633461322821	60	0.000405038272748073	-0.552834136433284	-0.167971199224747	0.00184185300658011
"GCLC"	69	0.0457362195964279	0.0583853560668326	0.783350872161754	68	0.436140997267793	-0.0707699444854056	0.162242383678261	0.586065477649801
"GCLM"	70	-0.623996435422463	0.0692832923596801	-9.00644894562779	69	2.90464020072405e-13	-0.762212821858941	-0.485780048985985	2.26137607561159e-11
"GCN1"	70	-0.205994848480217	0.038548788922221	-5.34374371386474	69	1.10941255534449e-06	-0.282897578198539	-0.129092118761896	1.0077391196827e-05
"GCNT1"	64	-0.0306758886954812	0.0931149568069378	-0.329441045213432	63	0.742915153821305	-0.216751281997853	0.15539950460689	0.830989054614703
"GCSH"	70	-0.50483244442402	0.0659609257659032	-7.65350756621703	69	8.59553189656128e-11	-0.636420890856937	-0.373243997991102	2.854282762418e-09
"GDA"	19	0.142969083324957	0.119786626716285	1.1935312584065	18	0.248155321368809	-0.108693280869412	0.394631447519326	0.391924623610034
"GDAP1"	69	-0.460525752567961	0.0823862856619964	-5.58983511475861	68	4.35972983707021e-07	-0.624925025982379	-0.296126479153543	4.39379951139897e-06
"GDAP2"	69	-0.0563734594320226	0.047792140448221	-1.17955502522635	68	0.242287620887082	-0.151741190862979	0.0389942719989339	0.385439361104044
"GDE1"	70	-0.0593799339224085	0.0508435246082715	-1.16789570313834	69	0.246868588262601	-0.160809990227572	0.0420501223827548	0.390559804924115
"GDF11"	70	-0.140072632192184	0.0470750868853847	-2.97551510702941	69	0.00402949473996938	-0.233984860939957	-0.0461604034444111	0.013669101135036
"GDF15"	69	0.207309007445389	0.223517594850888	0.927484064883966	68	0.356955667507612	-0.238713408707481	0.65333142359826	0.510015498657252
"GDI1"	70	0.207184038328791	0.0557796258967157	3.71433180122835	69	0.000409651340671128	0.0959067293897414	0.318461347267841	0.00185939963960855
"GDI2"	70	-0.0706966138922442	0.034634982368096	-2.04119098837384	69	0.045058518800156	-0.139791513169797	-0.00160171461469108	0.10477912401982
"GDPD1"	67	-0.0711815227633122	0.0612345255684606	-1.16244099390843	66	0.249242521687721	-0.193440197724726	0.0510771521981017	0.393333638024832
"GDPD3"	49	0.327603932619593	0.146215126657406	2.24056115197435	48	0.0297182790676641	0.0336187168717828	0.621589148367403	0.0745525224980002
"GDPD5"	67	0.442540369900377	0.0886595201955501	4.99145911148963	66	4.63536572405027e-06	0.265525926476558	0.619554813324196	3.57019730871122e-05
"GDPGP1"	67	-0.046372879173603	0.0712697853703712	-0.650666743734596	66	0.517520462901484	-0.188667596790454	0.0959218384432482	0.656054343815334
"GEM"	52	0.616870444035503	0.211893811315789	2.91122444872243	51	0.00532699344136573	0.191475867407559	1.04226502066345	0.0173384681006766
"GEMIN2"	67	-0.364186936849602	0.056871452547956	-6.40368621748331	66	1.8338887339006e-08	-0.477734455460986	-0.250639418238218	2.83240693145704e-07
"GEMIN4"	70	-0.438855784028136	0.0586602629587624	-7.48131293473143	69	1.7725942557793e-10	-0.555879806666704	-0.321831761389568	5.21855706646348e-09
"GEMIN5"	70	-0.558506799006411	0.0643547819039217	-8.67855942453868	69	1.14951434983541e-12	-0.686891076105866	-0.430122521906956	7.0633039634485e-11
"GEMIN6"	70	-0.394781906373342	0.0481688752292631	-8.19578834868678	69	8.76387781628265e-12	-0.490876183162833	-0.298687629583851	4.09263868885856e-10
"GEMIN7"	69	-0.0936589917652952	0.0691157641418426	-1.3551031798344	68	0.179869290738652	-0.231577351782375	0.0442593682517847	0.310402859532653
"GEMIN8"	70	0.147465455749487	0.0508891565010485	2.89777755987071	69	0.00503310704833528	0.0459443663090457	0.248986545189928	0.0165350089671465
"GEN1"	69	-0.482384899261145	0.0822227417524606	-5.86680629932545	68	1.45100612584932e-07	-0.64645782588516	-0.318311972637131	1.67636551477029e-06
"GET4"	70	-0.139988682560049	0.0452593956563758	-3.09303030961547	69	0.00285921778786498	-0.230278706415261	-0.0496986587048377	0.0101412166566071
"GFER"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"GFI1"	29	0.191529830710005	0.130590037376227	1.4666496354405	28	0.153613783433016	-0.0759717344987663	0.459031395918776	0.275952457411011
"GFM1"	68	-0.601336260058696	0.0712596757532465	-8.43866118814469	67	3.8982525174101e-12	-0.74357116816731	-0.459101351950082	2.05394387983826e-10
"GFM2"	70	-0.240567301450923	0.042411747086049	-5.67218560845507	69	3.04028433411356e-07	-0.325176421846924	-0.155958181054922	3.19165106953654e-06
"GFOD1"	70	-0.278819905294611	0.0808783449760975	-3.44739874903489	69	0.000968354422187109	-0.440167788786138	-0.117472021803084	0.00394636005749668
"GFOD2"	70	-0.0372263904813144	0.0457937982242681	-0.812913362176332	69	0.419063830822543	-0.128582518289164	0.0541297373265353	0.570917202757994
"GFPT1"	70	0.160905729771571	0.0611826933233295	2.62992230370179	69	0.0105227603745756	0.0388495962422826	0.282961863300859	0.0310104783617426
"GFPT2"	63	0.28499389986991	0.0989572099173762	2.87997105120349	62	0.00545347822268591	0.0871812558399823	0.482806543899839	0.0176984716804124
