,Gene,Gene_name,Ensembl_ID,Shift_to_goal_end,Goal_end_vs_random_pval,Goal_end_FDR,N_Detections,Sig
8702,12697,B3GNT2,ENSG00000170340,0.00031808785655919244,0.8861238907595967,0.9831517896841466,17,0
5677,7932,ADAMTS17,ENSG00000140470,0.0003173947334289551,0.9453447265574476,0.9930027298769906,1,0
4525,6296,METTL26,ENSG00000130731,0.00031513135348047527,0.9563717045776591,0.9949639794098719,14,0
3426,4671,SSX2IP,ENSG00000117155,0.00031246617436408997,0.9354380639804794,0.9921168999622909,5,0
11342,19666,NDUFAF8,ENSG00000224877,0.0003106556832790375,0.8512304299755094,0.9770271867708935,11,0
5651,7903,SRP14,ENSG00000140319,0.0003081535944690952,0.882675092024566,0.9826357767393894,77,0
10644,16693,CASP4,ENSG00000196954,0.0003077461100790812,0.5348128807250903,0.9063547363473607,23,0
1768,2353,DHRS7,ENSG00000100612,0.0003057031549121204,0.9918052940337778,0.9990406920394457,19,0
8166,11828,HSP90B1,ENSG00000166598,0.00030491049189797855,0.863479729668053,0.9785716924843781,88,0
11719,23877,LIX1L,ENSG00000271601,0.00030475854873657227,0.9468752048155556,0.9930851983589273,1,0
761,997,SP100,ENSG00000067066,0.0003043047797221404,0.9875620018495219,0.9976995074288155,26,0
5805,8117,SMAD4,ENSG00000141646,0.0003018975257873535,0.7362501349406941,0.9546505250627342,3,0
478,637,HDAC9,ENSG00000048052,0.00029758720969160396,0.9672647716577073,0.9962755935905809,6,0
5358,7488,UNC13C,ENSG00000137766,0.0002973824739456177,0.9525560849313797,0.994227782858117,2,0
7710,11118,GNL3,ENSG00000163938,0.00029675906989723444,0.39492461965508563,0.867764923883397,32,0
7887,11390,TMEM184A,ENSG00000164855,0.00029546022415161133,0.9380596171530459,0.9921168999622909,2,0
11338,19635,CPTP,ENSG00000224051,0.00029480208953221637,0.7722414664969364,0.958913644189943,3,0
2485,3390,BAG1,ENSG00000107262,0.0002923803951810388,0.7261406221011786,0.9512298988650298,17,0
10213,15737,BCL9L,ENSG00000186174,0.0002900383302143642,0.7194009207728482,0.9496059991424318,7,0
7752,11171,DUSP7,ENSG00000164086,0.0002894938612977664,0.8545151566211534,0.9779320718917471,6,0
3932,5396,ACVR1C,ENSG00000123612,0.0002850666642189026,0.9490540602244053,0.9932939074131715,1,0
1654,2195,EIF3L,ENSG00000100129,0.0002850071630544133,0.9621803885085265,0.9961873759744042,18,0
5453,7619,SSB,ENSG00000138385,0.00028319718937079114,0.9467805846240406,0.9930851983589273,42,0
7769,11202,ARFIP1,ENSG00000164144,0.0002827107906341553,0.9640495783244255,0.9961873759744042,5,0
11275,18764,C16orf90,ENSG00000215131,0.00028228759765625,0.9493850593385822,0.993376233790082,1,0
8935,13129,MALT1,ENSG00000172175,0.00028157447065625874,0.9301511884099778,0.9920616890065658,7,0
5280,7368,DNAJB5,ENSG00000137094,0.00028117746114730835,0.9430586780350427,0.9921168999622909,2,0
255,351,ACP3,ENSG00000014257,0.00028074346482753754,0.9329461471453613,0.9920616890065658,2,0
