learning_rate,lr_scheduler_type,num_train_epochs,per_device_train_batch_size,seed,warmup_steps,weight_decay,ray/tune/eval_loss,ray/tune/eval_accuracy,ray/tune/eval_auc,ray/tune/eval_runtime,ray/tune/eval_samples_per_second
7.244246423355905e-05,polynomial,1.0,24.0,50.9327632582207,1105.3881186708456,0.2734289146046222,0.17582736909389496,0.9405405521392822,0.993982195854187,107.3042984008789,118.96099853515625
4.976862165158446e-06,cosine,1.0,24.0,0.4360150992902092,836.1207687397887,0.2916209768070927,0.22985558211803436,0.9393654465675354,0.9871575236320496,107.2061996459961,119.06999969482422
9.530681889852386e-05,polynomial,1.0,24.0,25.214609687256196,1486.6874465950507,0.25792907781487484,0.1371905505657196,0.9437524676322937,0.9936996102333069,108.13999938964844,118.04100036621094
1.0593761856405326e-05,cosine,1.0,24.0,72.99593493343905,380.83027636406854,0.28239945252409754,0.15439781546592712,0.9477477669715881,0.9891344904899597,107.94950103759766,118.25
9.665463834274262e-06,linear,1.0,24.0,72.05597701024853,174.4011980441669,0.007514076281894066,0.1598493456840515,0.9461026191711426,0.988300621509552,108.25910186767578,117.91200256347656
0.00015744924824367216,cosine,1.0,24.0,16.976875020013548,1598.5165826552786,0.00627522456130093,0.3609587550163269,0.8896200656890869,0.9943534135818481,107.48500061035156,118.76100158691406
1.4978412990552933e-06,linear,1.0,24.0,12.05796518580149,1779.9958229459535,0.04798838499481153,0.6226437091827393,0.8230317234992981,0.9213921427726746,107.4083023071289,118.84600067138672
0.0004716455969925863,linear,1.0,24.0,53.81936045810417,973.0654710367592,0.2721133066428056,0.1100744679570198,0.9555816650390625,0.994271993637085,108.20059967041016,117.9749984741211
5.568054083180868e-05,linear,1.0,24.0,69.48273736299655,294.8969265581758,0.1189524948690417,0.10436958074569702,0.9561300277709961,0.9935393929481506,106.79019927978516,119.53299713134766
8.081388014898069e-06,cosine,1.0,24.0,6.782555502307197,1258.3290415524773,0.17260805351532746,0.1684187352657318,0.9377203583717346,0.989143967628479,106.82019805908203,119.5
3.9808404818620603e-05,polynomial,1.0,24.0,79.7379932402529,950.3911876069478,0.17856830403579937,0.1060381829738617,0.9552683234214783,0.9934800267219543,108.32579803466797,117.83899688720703
3.749770831455629e-05,cosine,1.0,24.0,61.6960816005286,282.2513395419377,0.22582646815132584,0.10789922624826431,0.9547199606895447,0.9933591485023499,107.3385009765625,118.9229965209961
0.0009583692316497702,cosine,1.0,24.0,82.50297111856209,830.7056617782155,0.10074413919677337,0.7720717191696167,0.5721112489700317,0.26441770792007446,107.6187973022461,118.61299896240234
0.00015042097687230311,cosine,1.0,24.0,35.082810214995135,693.0121291785657,0.2459336079931841,0.09462544322013855,0.9592636227607727,0.9946683645248413,107.1322021484375,119.1520004272461
4.609489779484567e-05,cosine,1.0,24.0,22.058087826308032,1035.0165257288381,0.2370409082881788,0.11305558681488037,0.9564434289932251,0.9940577149391174,107.5907974243164,118.64399719238281
1.7822855092934066e-06,linear,1.0,24.0,17.908769368971583,224.8946205915438,0.22364162394681578,0.5435631275177002,0.7912260293960571,0.9655157327651978,107.87580108642578,118.33000183105469
0.0001189339621204351,linear,1.0,24.0,64.43735439689091,1944.8467832247006,0.04113843106024848,0.10693635791540146,0.9530748128890991,0.9939500689506531,107.08519744873047,119.2040023803711
0.00012933189649588013,cosine,1.0,24.0,45.47930715684257,739.7521273746861,0.14193559549665052,0.09469638019800186,0.9602037072181702,0.9945314526557922,107.19170379638672,119.08599853515625
0.0006581197736775878,cosine,1.0,24.0,43.576787568258844,441.7766470897052,0.20986744209704525,0.728802502155304,0.5721112489700317,0.10547848045825958,106.80819702148438,119.51300048828125
1.566432796668026e-05,polynomial,1.0,24.0,77.90157593920763,964.7947491953117,0.26402758204537335,0.1274092048406601,0.9506462812423706,0.9919604063034058,107.55220031738281,118.68699645996094
